,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
1254,0,1,1,0,55,1,0,1,0,0,2,2,2,0,0,88.8,4805,0,0,1,1,0,0
1255,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,30.9,59,1,0,0,0,1,0
1256,0,0,1,1,72,1,2,0,2,0,2,2,2,2,1,85.9,6110,0,0,1,1,0,0
1257,0,1,0,0,45,0,1,0,0,0,0,0,0,2,0,34.2,1596,0,1,0,0,1,0
1258,0,0,0,0,47,1,0,2,1,1,1,1,1,1,0,20.15,1046,0,0,1,0,0,1
1259,0,1,0,0,46,1,0,1,0,2,0,0,2,2,0,95.25,4424,1,1,0,1,0,0
1260,1,0,0,0,2,1,0,0,0,2,0,0,0,0,1,50.3,92,0,0,0,0,0,1
1261,0,0,1,0,2,1,0,1,2,0,0,2,0,0,1,80.15,194,0,0,0,0,1,0
1262,0,0,1,0,12,1,0,0,0,2,0,0,0,0,1,51.25,612,0,0,0,0,1,0
1263,0,1,1,0,68,1,2,1,0,2,0,0,0,2,1,89.6,6127,1,0,0,0,0,0
1264,1,0,1,1,69,1,0,1,0,0,0,2,2,2,1,95.2,6671,0,0,1,1,0,0
1265,1,1,0,1,56,1,0,1,2,0,0,0,2,2,0,94.8,5264,0,1,0,1,0,0
1266,0,1,0,0,4,1,2,1,2,0,0,0,0,0,1,80.25,303,0,0,0,0,1,0
1267,1,0,1,0,64,1,2,0,0,2,2,2,2,0,1,76.1,4818,0,0,1,0,0,0
1268,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,110.15,6448,1,1,0,0,1,0
1269,1,0,1,1,62,1,2,1,2,2,2,2,2,2,0,115.55,7159,0,0,1,0,0,0
1270,1,0,1,1,63,1,2,2,1,1,1,1,1,1,0,24.65,1574,0,0,1,1,0,0
1271,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,53.6,2879,0,1,0,0,1,0
1272,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,19.45,86,0,0,0,0,0,1
1273,1,1,1,0,49,1,2,1,2,2,2,0,0,0,1,88.2,4159,0,0,0,0,1,0
1274,0,0,1,1,62,1,2,1,2,0,0,0,2,2,1,101.15,6638,0,0,1,0,0,0
1275,0,0,1,0,55,1,0,0,2,2,0,2,0,0,0,56.8,3112,0,0,1,0,0,1
1276,0,1,1,0,71,1,0,1,2,2,2,2,2,0,1,99.4,7168,0,0,1,0,1,0
1277,0,0,1,1,72,1,0,2,1,1,1,1,1,1,1,20.1,1326,0,0,1,1,0,0
1278,1,0,1,1,36,0,1,0,2,0,2,2,2,2,0,60.7,2234,0,1,0,1,0,0
1279,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,20.95,495,0,1,0,0,0,0
1280,0,1,1,0,72,1,2,1,2,2,2,2,2,2,1,114.85,8317,0,0,1,0,0,0
1281,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,19.25,679,0,1,0,0,0,0
1282,1,0,0,0,1,1,0,0,0,0,0,0,2,2,1,62.8,62,0,0,0,0,0,1
1283,0,0,1,0,72,1,2,1,2,0,2,0,2,2,1,105.5,7544,0,0,1,0,1,0
1284,1,0,1,1,59,1,0,2,1,1,1,1,1,1,0,19.85,1188,0,0,1,0,0,1
1285,1,1,1,0,7,1,0,1,0,0,0,0,2,2,1,89.5,676,1,0,0,0,1,0
1286,0,0,0,0,1,1,0,0,0,0,2,2,2,2,0,74.1,74,0,1,0,1,0,0
1287,0,0,1,1,30,1,2,1,0,2,2,2,2,2,1,107.5,3242,0,0,0,0,1,0
1288,1,0,0,0,64,1,0,2,1,1,1,1,1,1,0,19.55,1240,0,0,1,0,0,1
1289,1,0,0,0,63,1,2,0,2,2,2,2,0,0,0,68.8,4111,0,1,0,0,0,0
1290,1,1,1,0,72,1,2,0,2,2,2,0,2,2,0,84.45,5899,0,0,1,1,0,0
1291,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,75.0,632,1,0,0,0,1,0
1292,0,0,0,0,62,1,2,0,0,2,2,2,2,2,0,84.5,5193,0,0,1,0,0,0
1293,1,0,1,1,67,1,2,1,0,2,2,2,2,2,1,111.2,7530,0,0,1,0,0,0
1294,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,44.75,270,1,0,0,0,1,0
1295,0,0,1,1,70,1,2,0,2,0,0,2,2,2,1,80.6,5460,0,0,1,0,0,0
1296,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,80.7,1614,0,0,0,0,0,0
1297,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,75.6,402,0,0,0,0,1,0
1298,0,0,1,1,24,0,1,0,2,2,2,0,2,2,0,57.6,1367,0,1,0,0,1,0
1299,0,0,1,0,11,1,0,0,0,0,0,0,0,0,1,44.05,483,1,0,0,0,1,0
1300,1,0,1,0,72,1,2,1,0,2,2,2,2,2,1,110.6,7962,0,0,1,1,0,0
1301,0,0,1,1,66,1,0,0,2,2,0,2,0,0,1,58.2,3810,0,0,1,1,0,0
1302,0,0,1,1,45,1,0,0,2,0,2,2,2,2,1,81.0,3533,0,0,1,0,0,1
1303,0,0,1,1,69,1,0,2,1,1,1,1,1,1,0,19.7,1396,0,0,1,0,0,0
1304,1,1,1,0,15,1,2,1,0,0,0,0,0,2,1,85.6,1345,1,0,0,0,0,0
1305,0,0,0,0,28,1,0,0,0,0,2,0,2,0,1,59.55,1646,0,0,0,0,0,0
1306,0,0,0,0,70,1,2,1,2,2,2,2,2,2,0,115.55,8127,1,1,0,1,0,0
1307,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,75.55,2680,0,1,0,0,0,1
1308,1,1,0,0,16,1,2,1,0,0,0,0,2,0,1,86.6,1281,1,0,0,0,1,0
1309,0,0,0,0,18,1,2,1,0,0,0,0,2,0,1,85.2,1553,1,0,0,0,1,0
1310,0,0,1,0,34,1,2,1,0,0,0,0,2,2,1,97.65,3207,1,0,0,0,1,0
1311,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,45.1,2049,0,1,0,1,0,0
1312,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,70.95,3629,0,1,0,0,0,0
1313,1,0,1,0,47,1,2,1,0,2,2,2,2,2,1,109.55,5124,1,0,0,0,1,0
1314,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,89.55,3474,1,1,0,0,1,0
1315,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,20.9,202,0,0,1,1,0,0
1316,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,19.95,147,0,0,0,0,0,1
1317,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,24.6,86,0,0,0,0,0,1
1318,1,0,0,0,8,1,0,0,2,0,2,0,0,2,1,66.7,579,0,0,0,0,1,0
1319,1,0,0,1,1,1,0,2,1,1,1,1,1,1,1,19.45,19,1,0,0,0,0,1
1320,1,0,1,1,32,1,0,1,2,2,2,0,0,2,0,94.8,3131,0,1,0,0,0,1
1321,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,65.85,3928,0,1,0,0,0,0
1322,0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,19.95,187,0,0,0,0,0,0
1323,0,0,1,0,71,1,2,2,1,1,1,1,1,1,1,24.65,1710,0,0,1,0,0,0
1324,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,20.35,76,1,0,0,0,0,1
1325,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,69.25,69,1,0,0,0,1,0
1326,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,51.25,2151,0,1,0,0,0,0
1327,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,99.5,5961,1,1,0,0,0,0
1328,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,54.25,1221,0,0,0,0,1,0
1329,0,0,1,0,72,1,0,2,1,1,1,1,1,1,0,19.4,1496,0,0,1,0,0,0
1330,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,56.25,1292,0,1,0,1,0,0
1331,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,25.15,25,0,0,0,0,0,1
1332,1,0,0,0,69,1,2,2,1,1,1,1,1,1,0,23.95,1713,0,0,1,0,0,0
1333,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,35.4,1748,0,1,0,0,0,1
1334,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,25.2,25,1,0,0,0,1,0
1335,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,45.0,96,1,0,0,0,0,1
1336,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,75.35,1114,0,0,0,0,0,0
1337,1,0,0,0,31,1,0,2,1,1,1,1,1,1,0,20.4,609,0,0,1,0,0,0
1339,1,0,1,0,66,1,2,1,0,2,2,0,2,2,1,105.0,7133,1,0,0,1,0,0
1340,0,0,1,1,0,0,1,0,2,2,2,2,2,0,0,56.05,1397,0,0,1,1,0,0
1341,1,0,0,1,3,1,0,0,0,0,0,0,2,0,1,54.7,169,1,0,0,1,0,0
1342,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,20.0,141,0,0,1,0,0,1
1343,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,73.05,4688,0,1,0,1,0,0
1344,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,20.5,563,0,0,0,0,0,1
1345,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,100.75,5985,0,1,0,1,0,0
1346,0,0,1,1,14,1,2,1,0,0,2,0,0,2,1,87.25,1258,1,0,0,0,1,0
1347,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,19.95,373,0,0,1,0,0,1
1348,1,0,1,0,10,1,0,1,0,0,0,0,2,0,1,79.95,857,1,0,0,0,1,0
1349,0,0,1,0,51,0,1,0,0,2,0,0,2,2,1,49.65,2553,0,0,0,0,1,0
1350,0,0,1,0,67,1,2,0,2,2,2,0,0,0,0,65.65,4322,0,0,1,0,0,1
1351,1,0,1,1,11,1,0,2,1,1,1,1,1,1,1,20.45,250,0,0,0,0,1,0
1352,1,0,1,1,72,0,1,0,2,0,2,2,2,2,0,60.95,4549,0,0,1,0,0,0
1353,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,20.35,1359,0,1,0,0,1,0
1354,0,0,0,0,18,1,2,1,0,0,0,2,2,0,1,88.35,1639,1,0,0,0,1,0
1355,0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,19.5,178,0,0,0,0,1,0
1356,0,0,0,0,9,1,2,1,0,0,0,0,0,0,1,75.2,633,0,0,0,1,0,0
1357,1,0,1,0,48,1,2,1,2,2,2,0,2,2,1,111.45,5315,0,0,0,0,0,0
1358,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,70.15,735,0,0,0,0,0,1
1359,0,0,0,0,9,1,2,1,0,0,0,0,2,2,1,94.75,889,1,0,0,0,1,0
1360,0,1,0,0,13,1,2,1,0,0,0,0,2,2,1,95.05,1290,1,0,0,0,1,0
1361,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,78.45,330,1,0,0,0,1,0
1362,1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,70.2,237,1,0,0,0,1,0
1363,0,0,1,0,72,1,2,0,2,2,2,2,2,2,0,92.0,6474,0,0,1,0,0,0
1364,0,0,1,1,51,1,0,0,2,2,2,2,2,2,0,85.5,4421,0,0,1,1,0,0
1365,1,0,1,0,59,0,1,0,0,2,0,0,0,2,1,41.05,2452,1,0,0,0,0,0
1366,1,0,1,0,10,1,2,1,0,0,0,0,2,0,1,85.6,813,1,0,0,0,1,0
1367,1,1,1,0,61,1,2,1,0,2,0,0,0,0,1,82.15,4904,0,0,0,0,1,0
1368,1,0,0,0,54,1,0,1,2,0,2,2,0,0,0,84.4,4484,0,1,0,0,1,0
1369,0,0,0,0,33,1,2,0,2,2,0,0,0,0,1,60.9,2033,0,0,0,0,0,1
1370,0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,20.25,538,0,0,1,0,0,0
1371,0,1,0,0,1,1,0,1,0,0,0,0,2,0,1,79.2,79,1,0,0,0,1,0
1372,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,95.3,2192,0,0,0,0,0,1
1373,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,19.85,19,0,0,0,0,0,1
1374,1,0,1,1,45,1,0,0,2,2,2,2,2,2,1,84.35,3858,0,0,1,0,0,1
1375,0,0,1,1,39,1,0,2,1,1,1,1,1,1,1,19.85,854,0,0,1,0,0,0
1376,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,70.0,347,1,1,0,0,0,1
1377,1,0,1,1,72,1,2,0,2,2,2,2,2,0,0,82.3,5815,0,0,1,0,0,0
1378,0,0,1,1,58,1,2,0,0,2,0,0,2,0,1,66.8,3970,0,0,0,0,0,0
1379,0,0,0,0,70,0,1,0,2,2,2,2,0,0,1,44.6,3058,0,0,1,0,0,0
1380,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,98.45,6145,0,1,0,0,0,0
1381,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,70.7,129,0,0,0,0,0,1
1382,0,0,1,1,46,1,2,2,1,1,1,1,1,1,0,24.95,1165,0,1,0,0,0,1
1383,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,49.95,49,1,0,0,0,0,0
1384,0,0,1,0,22,1,0,1,0,0,0,0,0,0,1,69.25,1554,1,0,0,0,1,0
1385,0,0,0,0,48,1,0,1,2,0,2,2,2,2,1,102.5,4904,0,0,1,1,0,0
1386,1,0,0,0,64,1,2,0,0,2,2,2,2,2,0,86.55,5632,0,0,1,1,0,0
1387,1,0,1,1,72,1,2,2,1,1,1,1,1,1,0,24.3,1643,0,0,1,0,0,0
1388,0,0,1,1,12,1,0,0,0,0,2,0,2,0,1,58.35,740,0,0,0,1,0,0
1389,0,1,1,0,34,1,2,1,0,2,2,0,0,2,1,94.25,3217,1,0,0,0,1,0
1390,0,0,1,1,72,1,0,0,2,2,2,0,0,2,0,68.75,4888,0,0,1,1,0,0
1391,1,0,1,0,29,1,2,1,0,2,2,0,0,0,1,85.8,2440,0,0,0,0,1,0
1392,1,0,1,1,33,1,0,2,1,1,1,1,1,1,0,20.1,620,0,1,0,1,0,0
1393,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,20.35,20,0,0,0,0,0,1
1394,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,110.8,6840,0,1,0,0,1,0
1395,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,73.0,3001,1,1,0,0,1,0
1396,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,100.05,6254,1,1,0,1,0,0
1397,0,0,0,0,4,1,0,1,0,0,2,0,0,2,1,82.85,319,0,0,0,1,0,0
1398,0,0,0,0,24,1,2,1,2,0,0,2,0,0,1,84.35,1938,0,0,0,0,1,0
1399,0,0,1,1,14,1,0,2,1,1,1,1,1,1,0,19.55,294,0,1,0,0,0,1
1400,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,19.95,58,0,0,0,0,0,1
1401,0,1,0,0,4,1,0,1,0,2,2,0,2,2,1,99.8,442,1,0,0,1,0,0
1402,0,0,0,1,18,0,1,0,0,0,0,0,0,2,1,35.0,553,1,0,0,0,1,0
1403,1,0,0,0,8,1,0,0,0,0,0,0,2,2,1,66.25,546,0,0,0,0,1,0
1404,0,0,0,0,35,1,2,2,1,1,1,1,1,1,0,23.3,797,0,0,1,0,0,0
1405,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,76.0,76,1,0,0,0,1,0
1406,1,0,0,1,66,1,2,2,1,1,1,1,1,1,1,25.3,1673,0,0,1,1,0,0
1407,1,0,0,1,8,0,1,0,2,0,0,2,0,2,1,44.55,343,0,0,1,0,0,1
1408,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,104.1,7412,0,1,0,1,0,0
1409,0,0,1,1,43,1,2,1,0,0,2,0,0,2,1,92.55,4039,0,0,0,0,0,0
1410,0,1,0,0,2,1,2,1,0,0,0,0,2,2,1,93.85,170,1,0,0,0,1,0
1411,1,1,0,0,29,1,0,1,0,2,2,0,2,2,1,101.45,2948,0,0,0,0,0,0
1412,0,0,1,0,15,1,0,1,0,0,2,0,2,0,1,84.3,1308,1,0,0,0,1,0
1413,1,0,1,1,65,1,2,1,2,2,2,2,0,0,0,94.55,6078,0,0,1,1,0,0
1414,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,95.5,3418,0,0,0,0,1,0
1415,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,100.3,6603,0,1,0,1,0,0
1416,0,0,1,1,58,0,1,0,0,0,2,2,2,2,1,55.5,3166,0,0,1,1,0,0
1417,0,1,0,0,18,1,0,0,0,2,0,0,0,0,1,49.85,865,0,0,0,1,0,0
1418,1,0,1,1,67,1,2,1,0,2,0,0,0,2,1,89.55,6373,0,0,0,0,0,0
1419,1,0,1,1,63,1,0,2,1,1,1,1,1,1,1,19.15,1177,0,0,1,0,0,1
1420,0,0,1,0,60,1,2,1,0,2,0,0,2,2,1,99.8,5985,0,0,0,0,1,0
1421,1,1,0,0,9,1,2,1,0,0,0,0,0,2,1,84.4,732,1,0,0,1,0,0
1422,0,0,1,1,70,1,2,1,2,2,2,2,2,2,1,113.05,7869,0,0,1,1,0,0
1423,1,0,1,0,15,1,2,1,0,0,2,0,2,2,1,101.1,1504,1,0,0,0,1,0
1424,0,0,0,1,48,1,0,2,1,1,1,1,1,1,0,19.95,936,0,1,0,0,0,1
1425,1,0,1,0,12,1,0,0,0,0,2,2,2,2,1,74.15,741,0,0,0,0,1,0
1426,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,92.0,6585,0,1,0,0,1,0
1427,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,73.85,3122,0,0,0,0,1,0
1428,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,50.45,50,1,0,0,0,1,0
1429,1,0,1,1,45,1,2,2,1,1,1,1,1,1,0,24.45,1088,0,0,1,0,0,1
1430,0,0,0,0,23,1,2,2,1,1,1,1,1,1,0,24.8,615,0,1,0,1,0,0
1431,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,64.85,2908,0,1,0,0,0,0
1432,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,20.75,739,0,0,0,0,0,0
1433,1,0,1,0,9,1,0,0,2,2,0,2,2,0,1,68.95,593,0,0,0,0,0,1
1434,1,0,0,0,12,1,2,1,0,0,0,2,2,2,1,99.95,1132,1,0,0,0,0,1
1435,0,1,1,0,65,1,2,1,2,2,2,0,2,2,1,109.4,7227,0,0,0,1,0,0
1436,0,0,0,0,2,1,2,1,0,0,2,0,2,0,1,91.4,193,1,0,0,0,1,0
1437,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,49.0,1291,0,0,0,0,0,1
1438,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,50.25,2023,0,1,0,0,0,1
1439,0,1,0,0,5,1,0,1,0,0,2,0,0,0,1,75.55,349,1,0,0,1,0,0
1440,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,19.9,153,0,1,0,1,0,0
1441,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,97.8,5458,0,1,0,0,0,0
1442,0,0,1,1,52,1,0,1,2,0,2,0,2,2,0,100.3,5244,0,1,0,0,1,0
1443,1,0,1,0,3,1,0,0,0,0,2,2,0,0,1,55.8,154,0,0,0,0,0,1
1444,1,0,0,1,41,1,0,1,2,2,2,2,2,2,1,111.15,4507,0,0,1,0,1,0
1445,1,0,0,0,20,1,2,1,0,0,0,2,2,2,1,98.55,2031,0,0,0,0,0,1
1446,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,50.05,50,0,0,0,0,1,0
1447,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,80.8,332,1,0,0,1,0,0
1448,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,20.85,473,0,0,0,0,1,0
1449,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,19.5,106,0,0,0,0,0,0
1450,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,19.35,152,0,0,0,0,0,1
1451,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,69.5,1199,0,0,0,0,0,1
1452,1,1,0,0,52,0,1,0,2,0,0,0,2,2,1,48.8,2555,0,0,0,1,0,0
1453,1,0,0,0,31,1,0,1,0,2,0,0,2,2,1,94.5,2979,0,0,0,0,1,0
1454,1,0,1,1,29,1,0,2,1,1,1,1,1,1,1,20.65,654,0,0,0,0,0,1
1455,0,0,1,0,36,1,2,1,2,2,2,2,0,2,1,106.05,3834,0,0,1,1,0,0
1456,0,0,1,0,16,1,2,1,0,2,0,0,2,2,1,100.0,1534,1,0,0,0,1,0
1457,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,108.3,4586,0,1,0,0,1,0
1458,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,20.55,20,1,0,0,0,1,0
1459,0,0,0,0,60,1,0,1,0,2,2,0,2,2,1,99.65,5941,0,0,1,0,1,0
1460,1,0,0,0,5,1,2,1,0,2,2,0,0,0,1,85.3,424,1,0,0,0,1,0
1461,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,95.9,2234,0,0,0,1,0,0
1462,1,0,1,0,36,1,0,2,1,1,1,1,1,1,0,20.0,666,0,1,0,0,0,1
1463,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,70.4,281,1,0,0,0,1,0
1464,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,64.95,547,0,0,0,0,0,1
1465,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,74.6,74,0,0,0,1,0,0
1466,1,0,1,1,12,1,0,0,2,0,0,0,0,0,1,49.2,571,0,0,0,0,1,0
1467,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,73.75,1756,0,1,0,0,0,1
1468,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,92.3,5731,0,1,0,0,0,0
1469,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,98.8,3475,1,0,0,0,0,0
1470,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,19.2,156,0,0,0,0,0,1
1471,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,88.65,2683,0,0,0,1,0,0
1472,1,0,1,1,13,1,2,1,0,0,0,0,0,0,1,74.4,896,1,0,0,1,0,0
1473,0,0,0,0,24,1,2,1,0,0,2,0,2,2,1,98.75,2407,1,0,0,0,1,0
1474,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,95.95,4456,0,0,0,0,0,0
1475,0,1,1,0,69,1,2,1,0,2,0,2,2,2,0,105.4,6998,0,0,1,1,0,0
1476,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,20.25,36,0,0,0,0,0,1
1477,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,106.0,6547,1,1,0,0,1,0
1478,1,0,0,0,41,1,2,1,0,2,2,0,2,2,1,104.7,4346,1,0,0,0,1,0
1479,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,49.05,2265,0,1,0,0,1,0
1480,1,0,0,0,39,0,1,0,0,0,2,2,0,0,0,35.55,1309,0,1,0,0,0,1
1481,1,0,1,1,72,0,1,0,2,2,2,2,2,2,1,65.1,4754,0,0,1,1,0,0
1482,0,1,0,0,13,1,0,1,0,0,2,0,2,2,1,96.85,1235,0,0,0,0,1,0
1483,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,69.75,3562,0,1,0,1,0,0
1484,0,1,1,0,71,1,0,1,0,2,2,0,2,2,1,99.2,7213,0,0,1,0,1,0
1485,1,1,0,0,22,1,2,1,0,0,0,0,2,2,1,96.7,2082,1,0,0,0,1,0
1486,0,0,0,0,2,1,0,0,0,2,0,2,0,0,1,55.05,102,1,0,0,1,0,0
1487,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,106.8,5914,0,1,0,0,1,0
1488,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,51.25,51,0,0,0,0,0,1
1489,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,57.75,1282,0,1,0,0,0,1
1490,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,70.85,4738,0,1,0,0,0,0
1492,1,1,0,0,19,1,2,1,0,2,0,0,2,0,1,88.2,1775,1,0,0,0,1,0
1493,1,0,0,0,11,1,0,1,2,0,2,0,0,0,1,79.5,795,0,0,0,0,0,0
1494,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,19.75,145,1,1,0,0,0,1
1495,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,98.15,4993,0,0,0,0,0,0
1496,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,20.25,61,0,0,0,0,1,0
1497,0,0,1,1,51,1,0,1,2,2,0,0,0,0,1,79.15,4018,0,0,0,0,0,0
1498,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,75.65,1146,1,0,0,0,1,0
1499,1,1,1,0,64,1,2,1,0,2,2,0,0,2,1,94.25,6081,0,0,0,0,1,0
1500,0,0,0,0,37,0,1,0,0,0,2,0,0,2,1,40.2,1478,0,0,0,1,0,0
1501,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,19.95,243,0,0,1,0,0,1
1502,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,55.35,2633,0,1,0,0,1,0
1503,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,102.15,4735,0,1,0,0,0,0
1504,0,0,0,0,18,1,0,1,0,0,0,0,0,0,1,71.1,1247,0,0,0,0,1,0
1505,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,74.7,74,1,0,0,0,1,0
1506,1,0,1,0,68,0,1,0,2,0,2,0,2,2,1,54.1,3794,0,0,1,0,0,0
1507,1,0,0,0,54,1,0,2,1,1,1,1,1,1,0,19.65,1008,0,0,1,1,0,0
1508,0,1,1,1,23,1,0,1,0,2,2,0,0,2,1,88.45,2130,0,0,0,0,0,0
1509,1,0,0,0,17,1,0,1,0,0,2,0,0,0,1,76.65,1313,1,0,0,0,1,0
1510,1,0,1,0,71,1,2,0,2,2,2,2,0,2,0,80.4,5727,0,0,1,1,0,0
1511,0,0,1,1,67,1,0,2,1,1,1,1,1,1,1,19.25,1372,0,0,1,0,0,0
1512,0,0,1,1,14,1,2,1,0,0,0,0,2,0,1,84.8,1203,0,0,0,0,1,0
1513,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,25.8,25,1,0,0,0,0,1
1514,0,0,0,1,63,1,0,2,1,1,1,1,1,1,0,19.5,1215,0,0,1,1,0,0
1515,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,68.6,2877,0,1,0,0,1,0
1516,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,92.6,1579,0,0,0,0,1,0
1517,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,100.55,5514,0,1,0,0,1,0
1518,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,20.55,96,0,0,0,1,0,0
1519,0,0,0,0,2,0,1,0,2,2,0,0,0,2,1,42.6,72,1,0,0,0,1,0
1520,0,0,1,0,3,1,0,2,1,1,1,1,1,1,1,19.6,55,0,0,0,0,0,1
1521,1,0,0,0,37,1,2,0,2,2,2,2,0,0,0,67.45,2443,0,1,0,0,1,0
1522,0,0,0,0,29,1,0,0,2,2,2,0,0,2,1,68.85,1970,1,0,0,0,0,0
1523,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,43.55,335,0,0,0,0,0,1
